54.0000	74.0000
54.1000	69.0000
54.2000	51.0000
54.3000	44.0000
54.4000	16.0000
54.5000	25.0000
54.6000	105.0000
54.7000	121.0000
54.8000	221.0000
54.9000	229.0000
55.0000	216.0000
55.1000	205.0000
55.2000	208.0000
55.3000	186.0000
55.4000	103.0000
55.5000	72.0000
55.6000	65.0000
55.7000	88.0000
55.8000	152.0000
55.9000	122.0000
56.0000	122.0000
56.1000	126.0000
56.2000	93.0000
56.3000	76.0000
56.4000	25.0000
56.5000	191.0000
56.6000	914.0000
56.7000	1167.0000
56.8000	1658.0000
56.9000	1887.0000
57.0000	1648.0000
57.1000	1706.0000
57.2000	1571.0000
57.3000	1223.0000
57.4000	865.0000
57.5000	55.0000
57.6000	56.0000
57.7000	63.0000
57.8000	104.0000
57.9000	101.0000
58.0000	120.0000
58.1000	108.0000
58.2000	90.0000
58.3000	77.0000
58.4000	65.0000
58.5000	462.0000
58.6000	3147.0000
58.7000	3682.0000
58.8000	5552.0000
58.9000	6571.0000
59.0000	6445.0000
59.1000	5911.0000
59.2000	5643.0000
59.3000	4937.0000
59.4000	3882.0000
59.5000	294.0000
59.6000	879.0000
59.7000	1145.0000
59.8000	1595.0000
59.9000	1958.0000
60.0000	2040.0000
60.1000	1715.0000
60.2000	1685.0000
60.3000	1628.0000
60.4000	1180.0000
60.5000	94.0000
60.6000	150.0000
60.7000	199.0000
60.8000	253.0000
60.9000	298.0000
61.0000	286.0000
61.1000	267.0000
61.2000	241.0000
61.3000	272.0000
61.4000	97.0000
61.5000	1.0000
61.6000	5.0000
61.7000	15.0000
61.8000	17.0000
61.9000	15.0000
62.0000	18.0000
62.1000	11.0000
62.2000	18.0000
62.3000	14.0000
62.4000	15.0000
62.5000	45.0000
62.6000	53.0000
62.7000	67.0000
62.8000	89.0000
62.9000	65.0000
63.0000	63.0000
63.1000	61.0000
63.2000	51.0000
63.3000	45.0000
63.4000	7.0000
63.5000	7.0000
63.6000	14.0000
63.7000	17.0000
63.8000	18.0000
63.9000	18.0000
64.0000	14.0000
611.0000	750.0000
611.1000	861.0000
611.2000	855.0000
611.3000	938.0000
611.4000	798.0000
611.5000	790.0000
611.6000	834.0000
611.7000	864.0000
611.8000	1362.0000
611.9000	1961.0000
612.0000	2674.0000
612.1000	3804.0000
612.2000	5063.0000
612.3000	5943.0000
612.4000	6332.0000
612.5000	7245.0000
612.6000	7447.0000
612.7000	7225.0000
612.8000	7256.0000
612.9000	6643.0000
613.0000	6023.0000
613.1000	5525.0000
613.2000	5014.0000
613.3000	4023.0000
613.4000	3665.0000
613.5000	3040.0000
613.6000	2684.0000
613.7000	2169.0000
613.8000	2302.0000
613.9000	2767.0000
614.0000	3528.0000
614.1000	4718.0000
614.2000	6833.0000
614.3000	7795.0000
614.4000	7982.0000
614.5000	7841.0000
614.6000	7465.0000
614.7000	6064.0000
614.8000	4903.0000
614.9000	3228.0000
615.0000	1842.0000
615.1000	1963.0000
615.2000	2353.0000
615.3000	2789.0000
615.4000	2810.0000
615.5000	2677.0000
615.6000	3119.0000
615.7000	3081.0000
615.8000	4577.0000
615.9000	8615.0000
616.0000	14422.0000
616.1000	22305.0000
616.2000	35655.0000
616.3000	42771.0000
616.4000	45226.0000
616.5000	46224.0000
616.6000	45928.0000
616.7000	37383.0000
616.8000	30246.0000
616.9000	19978.0000
617.0000	10106.0000
617.1000	10044.0000
617.2000	12779.0000
617.3000	15548.0000
617.4000	16712.0000
617.5000	17544.0000
617.6000	19548.0000
617.7000	18480.0000
617.8000	17290.0000
617.9000	18802.0000
618.0000	15710.0000
618.1000	18051.0000
618.2000	22057.0000
618.3000	24235.0000
618.4000	23544.0000
618.5000	25037.0000
618.6000	22929.0000
618.7000	20764.0000
618.8000	19631.0000
618.9000	17805.0000
619.0000	14759.0000
619.1000	13920.0000
619.2000	13531.0000
619.3000	11249.0000
619.4000	10116.0000
619.5000	8684.0000
619.6000	8102.0000
619.7000	7343.0000
619.8000	6388.0000
619.9000	5080.0000
620.0000	3731.0000
620.1000	3641.0000
620.2000	3413.0000
620.3000	2843.0000
620.4000	2325.0000
620.5000	1870.0000
620.6000	1854.0000
620.7000	1460.0000
620.8000	1494.0000
620.9000	1377.0000
621.0000	1379.0000
902.0000	379.0000
902.1000	331.0000
902.2000	279.0000
902.3000	315.0000
902.4000	331.0000
902.5000	342.0000
902.6000	316.0000
902.7000	288.0000
902.8000	248.0000
902.9000	250.0000
903.0000	216.0000
903.1000	208.0000
903.2000	193.0000
903.3000	192.0000
903.4000	202.0000
903.5000	177.0000
903.6000	177.0000
903.7000	212.0000
903.8000	218.0000
903.9000	321.0000
904.0000	460.0000
904.1000	568.0000
904.2000	939.0000
904.3000	1313.0000
904.4000	1729.0000
904.5000	1919.0000
904.6000	2226.0000
904.7000	2254.0000
904.8000	1867.0000
904.9000	1526.0000
905.0000	1056.0000
905.1000	663.0000
905.2000	603.0000
905.3000	714.0000
905.4000	950.0000
905.5000	1203.0000
905.6000	1522.0000
905.7000	2054.0000
905.8000	3173.0000
905.9000	5666.0000
906.0000	8152.0000
906.1000	11654.0000
906.2000	20311.0000
906.3000	29093.0000
906.4000	38621.0000
906.5000	43439.0000
906.6000	49896.0000
906.7000	51244.0000
906.8000	43816.0000
