42.0000	238.0000
42.1000	31.0000
42.2000	0.0000
42.3000	0.0000
42.4000	0.0000
42.5000	0.0000
42.6000	12.0000
42.7000	175.0000
42.8000	294.0000
42.9000	446.0000
43.0000	593.0000
43.1000	69.0000
43.2000	0.0000
43.3000	0.0000
43.4000	0.0000
43.5000	0.0000
43.6000	0.0000
43.7000	2.0000
43.8000	1.0000
43.9000	6.0000
44.0000	2.0000
44.1000	4.0000
44.2000	30.0000
44.3000	135.0000
44.4000	374.0000
44.5000	668.0000
44.6000	15932.0000
44.7000	119123.0000
44.8000	221036.0000
44.9000	224000.0000
45.0000	318041.0000
45.1000	81286.0000
45.2000	753.0000
45.3000	3.0000
45.4000	5.0000
45.5000	13.0000
45.6000	171.0000
45.7000	2893.0000
45.8000	4398.0000
45.9000	5385.0000
46.0000	7713.0000
46.1000	859.0000
46.2000	1.0000
46.3000	2.0000
46.4000	3.0000
46.5000	5.0000
46.6000	144.0000
46.7000	743.0000
46.8000	1422.0000
46.9000	1335.0000
47.0000	1893.0000
47.1000	423.0000
47.2000	1.0000
47.3000	0.0000
47.4000	0.0000
47.5000	0.0000
47.6000	3.0000
47.7000	27.0000
47.8000	61.0000
47.9000	70.0000
48.0000	68.0000
582.0000	445.0000
582.1000	604.0000
582.2000	469.0000
582.3000	385.0000
582.4000	330.0000
582.5000	387.0000
582.6000	397.0000
582.7000	477.0000
582.8000	526.0000
582.9000	680.0000
583.0000	864.0000
583.1000	1066.0000
583.2000	1269.0000
583.3000	1301.0000
583.4000	1279.0000
583.5000	1423.0000
583.6000	1435.0000
583.7000	1405.0000
583.8000	1454.0000
583.9000	1484.0000
584.0000	1426.0000
584.1000	1502.0000
584.2000	1096.0000
584.3000	779.0000
584.4000	702.0000
584.5000	689.0000
584.6000	642.0000
584.7000	762.0000
584.8000	1403.0000
584.9000	2924.0000
585.0000	4205.0000
585.1000	6602.0000
585.2000	7188.0000
585.3000	8117.0000
585.4000	8931.0000
585.5000	9441.0000
585.6000	9799.0000
585.7000	9470.0000
585.8000	9447.0000
585.9000	9659.0000
586.0000	9993.0000
586.1000	9850.0000
586.2000	7818.0000
586.3000	4987.0000
586.4000	3859.0000
586.5000	3768.0000
586.6000	3535.0000
586.7000	3424.0000
586.8000	3297.0000
586.9000	3318.0000
587.0000	3413.0000
587.1000	3322.0000
587.2000	2996.0000
587.3000	1759.0000
587.4000	1576.0000
587.5000	1483.0000
587.6000	1364.0000
587.7000	1348.0000
587.8000	1349.0000
587.9000	1337.0000
588.0000	1269.0000
931.0000	69.0000
931.1000	121.0000
931.2000	218.0000
931.3000	280.0000
931.4000	182.0000
931.5000	84.0000
931.6000	35.0000
931.7000	24.0000
931.8000	12.0000
931.9000	27.0000
932.0000	31.0000
932.1000	71.0000
932.2000	107.0000
932.3000	121.0000
932.4000	107.0000
932.5000	60.0000
932.6000	50.0000
932.7000	156.0000
932.8000	362.0000
932.9000	1073.0000
933.0000	2875.0000
933.1000	5060.0000
933.2000	8689.0000
933.3000	10834.0000
933.4000	9434.0000
933.5000	4920.0000
933.6000	1661.0000
933.7000	886.0000
933.8000	613.0000
933.9000	875.0000
934.0000	1470.0000
934.1000	2781.0000
934.2000	4493.0000
934.3000	5975.0000
934.4000	5463.0000
934.5000	2231.0000
934.6000	995.0000
934.7000	490.0000
934.8000	324.0000
934.9000	342.0000
935.0000	541.0000
935.1000	1001.0000
935.2000	1628.0000
935.3000	1959.0000
935.4000	1760.0000
935.5000	952.0000
935.6000	319.0000
935.7000	158.0000
935.8000	95.0000
935.9000	94.0000
936.0000	153.0000
936.1000	241.0000
936.2000	401.0000
936.3000	576.0000
936.4000	511.0000
936.5000	210.0000
936.6000	79.0000
936.7000	51.0000
936.8000	28.0000
936.9000	25.0000
937.0000	48.0000
1219.0000	195.0000
1219.1000	200.0000
1219.2000	216.0000
1219.3000	249.0000
1219.4000	265.0000
1219.5000	239.0000
1219.6000	278.0000
1219.7000	254.0000
1219.8000	182.0000
1219.9000	189.0000
1220.0000	199.0000
1220.1000	234.0000
1220.2000	220.0000
1220.3000	218.0000
1220.4000	251.0000
1220.5000	273.0000
1220.6000	263.0000
1220.7000	204.0000
1220.8000	176.0000
1220.9000	198.0000
1221.0000	203.0000
1221.1000	218.0000
1221.2000	263.0000
1221.3000	324.0000
1221.4000	330.0000
1221.5000	409.0000
1221.6000	439.0000
1221.7000	506.0000
1221.8000	510.0000
1221.9000	521.0000
1222.0000	499.0000
1222.1000	592.0000
1222.2000	618.0000
1222.3000	671.0000
1222.4000	756.0000
1222.5000	777.0000
1222.6000	759.0000
1222.7000	733.0000
1222.8000	855.0000
1222.9000	1440.0000
1223.0000	2273.0000
1223.1000	3974.0000
1223.2000	5731.0000
1223.3000	8974.0000
1223.4000	11244.0000
1223.5000	15090.0000
1223.6000	18229.0000
1223.7000	21009.0000
1223.8000	21962.0000
1223.9000	23856.0000
1224.0000	25779.0000
1224.1000	28068.0000
1224.2000	31043.0000
1224.3000	31778.0000
1224.4000	34537.0000
1224.5000	34575.0000
1224.6000	35260.0000
1224.7000	30090.0000
1224.8000	23493.0000
1224.9000	18921.0000
1225.0000	18476.0000
1225.1000	18533.0000
1225.2000	19478.0000
1225.3000	21023.0000
1225.4000	22155.0000
1225.5000	21886.0000
1225.6000	21193.0000
1225.7000	18507.0000
1225.8000	11907.0000
1225.9000	8753.0000
1226.0000	7915.0000
1226.1000	8255.0000
1226.2000	8103.0000
1226.3000	9042.0000
1226.4000	8739.0000
1226.5000	8833.0000
1226.6000	8527.0000
1226.7000	6647.0000
1226.8000	3872.0000
1226.9000	2790.0000
1227.0000	2604.0000
1227.1000	2738.0000
1227.2000	2711.0000
1227.3000	2601.0000
1227.4000	2733.0000
1227.5000	2709.0000
1227.6000	2449.0000
1227.7000	1943.0000
1227.8000	1256.0000
1227.9000	839.0000
1228.0000	746.0000
1228.1000	795.0000
1228.2000	754.0000
1228.3000	783.0000
1228.4000	815.0000
1228.5000	786.0000
1228.6000	679.0000
1228.7000	606.0000
1228.8000	343.0000
1228.9000	258.0000
1229.0000	241.0000
1567.0000	3.0000
1567.1000	1.0000
1567.2000	1.0000
1567.3000	0.0000
1567.4000	6.0000
1567.5000	3.0000
1567.6000	4.0000
1567.7000	5.0000
1567.8000	4.0000
1567.9000	2.0000
1568.0000	0.0000
1568.1000	1.0000
1568.2000	3.0000
1568.3000	0.0000
1568.4000	1.0000
1568.5000	3.0000
1568.6000	3.0000
1568.7000	5.0000
1568.8000	1.0000
1568.9000	1.0000
1569.0000	1.0000
1569.1000	1.0000
1569.2000	0.0000
1569.3000	0.0000
1569.4000	2.0000
1569.5000	0.0000
1569.6000	4.0000
1569.7000	2.0000
1569.8000	1.0000
1569.9000	2.0000
1570.0000	0.0000
1570.1000	1.0000
1570.2000	2.0000
1570.3000	1.0000
1570.4000	5.0000
1570.5000	9.0000
1570.6000	18.0000
1570.7000	12.0000
1570.8000	15.0000
1570.9000	12.0000
1571.0000	2.0000
1571.1000	2.0000
1571.2000	2.0000
1571.3000	0.0000
1571.4000	4.0000
1571.5000	6.0000
1571.6000	15.0000
1571.7000	11.0000
1571.8000	9.0000
1571.9000	6.0000
1572.0000	3.0000
1572.1000	12.0000
1572.2000	39.0000
